Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
13657,CA-2016-808583,07/03/2014,07/07/2014,First Class,AG-10495,United States,Elyria,Ohio,44035,East,FUR-FU-10001546,Furni,Furnishings,Dana Swing-Arm Lamps,0.01,8,0.1,-0.0015
13658,CA-2014-798440,01/26/2015,01/27/2015,Second Class,JB-16000,United States,Hialeah,Florida,33012,South,OFF-AR-10001662,OfficeSupply,Art,Rogers Handheld Barrel Pencil Sharpener,1062.2497,12,0.15,-26.1843
13659,US-2017-751453,12/27/2016,01/02/2017,Standard Class,LW-17215,United States,Minneapolis,Minnesota,55407,Central,TEC-PH-10004094,technologies,Phones,Motorola L703CM,411.8267,8,0.0,273.942
13660,CA-2017-252408,09/27/2015,09/27/2015,Second Class,AS-10240,United States,Frisco,Texas,75034,--,OFF-PA-10003127,OfficeSupply,Paper,Easy-staple paper,837.6018,14,0.2,80.0164
13661,US-2015-756910,09/04/2015,09/06/2015,Standard Class,SC-20020,United States,Tamarac,Florida,33319,South,FUR-CH-10000155,Furni,Chairs,Global Comet Stacking Armless Chair,592.2895,9,0.5,-136.9433
13662,CA-2017-184420,09/05/2016,09/12/2016,Same Day,TG-21310,United States,Fremont,Nebraska,68025,Central,OFF-BI-10002867,OfficeSupply,Binders,GBC Recycled Regency Composition Covers,883.0612,2,0.32,-96.6843
13663,CA-2016-392923,06/22/2015,06/25/2015,Standard Class,EM-14095,United States,Conway,Arkansas,72032,South,TEC-PH-10003187,Tech,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,1027.2027,6,0.4,-266.0319
13664,CA-2015-481490,12/23/2016,12/25/2016,Same Day,BT-11530,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10003329,Tech,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",201.8595,6,0.7,-58.7334
13665,CA-2016-885672,08/02/2016,08/06/2016,Standard Class,RE-19450,United States,Mount Pleasant,Michigan,48858,,OFF-EN-10001137,OfficeSupply,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",640.7334,9,0.15,
13666,US-2016-664195,07/21/2017,07/23/2017,First Class,JH-16180,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10003622,OfficeSupply,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",499.4695,2,0.7,
13667,US-2017-221709,09/23/2015,09/25/2015,Same Day,BO-11425,United States,Lakewood,New Jersey,8701,East,TEC-AC-10003280,technologies,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,0.01,4,0.1,0.0026
13668,CA-2016-497883,10/11/2016,10/13/2016,Same Day,EJ-14155,United States,Newport News,Virginia,23602,South,OFF-FA-10000840,OfficeSupply,Fasteners,OIC Thumb-Tacks,0.01,4,0.5,-0.0018
13669,CA-2016-582351,07/19/2016,07/26/2016,Second Class,MF-17665,United States,Medford,Oregon,97504,West,TEC-AC-10004814,Tech,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,0.01,2,,0.0005
13670,US-2015-473209,03/20/2017,03/20/2017,Standard Class,AB-10015,United States,Marlborough,Massachusetts,1752,East,OFF-BI-10004817,OfficeSupply,Binders,GBC Personal VeloBind Strips,0.01,8,0.3,-0.0017
13671,CA-2015-802821,08/06/2016,08/12/2016,Second Class,GM-14455,United States,Lewiston,Idaho,83501,West,TEC-PH-10003800,Tech,Phones,i.Sound Portable Power - 8000 mAh,0.01,9,0.8,
13672,CA-2015-884762,08/10/2017,08/17/2017,Same Day,SP-20860,United States,Carlsbad,New Mexico,88220,West,OFF-BI-10001989,OfficeSupply,Binders,Premium Transparent Presentation Covers by GBC,603.5234,11,0.6,-197.3353
13673,US-2015-945388,12/22/2016,12/29/2016,Standard Class,MC-17605,United States,Pomona,California,91767,West,OFF-ST-10003638,OfficeSupply,Storage,Mobile Personal File Cube,670.773,4,0.3,37.2202
13674,US-2016-838187,04/09/2017,04/12/2017,Standard Class,BD-11620,United States,Raleigh,North Carolina,27604,,FUR-FU-10004053,Furni,Furnishings,DAX Two-Tone Silver Metal Document Frame,388.3017,9,0.1,46.9013
13675,US-2017-698527,12/11/2014,12/14/2014,Second Class,KN-16390,United States,Macon,Georgia,31204,South,OFF-PA-10001994,OfficeSupply,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",1370.2025,9,0.0,425.0881
13676,US-2015-947362,12/24/2016,12/27/2016,Standard Class,NM-18520,United States,Athens,Georgia,30605,South,OFF-LA-10002271,OfficeSupply,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,0.01,7,0.1,0.00
13677,US-2017-377678,07/24/2017,07/31/2017,Second Class,JR-15670,United States,Rio Rancho,New Mexico,87124,West,OFF-PA-10003309,OfficeSupply,Paper,Xerox 211,0.01,9,0.15,-0.0006
13678,CA-2016-497534,06/19/2015,06/22/2015,Standard Class,SC-20020,United States,Wheeling,Illinois,60090,,OFF-BI-10004656,OfficeSupply,Binders,Peel & Stick Add-On Corner Pockets,450.6293,4,0.3,
13679,US-2014-179005,04/10/2014,04/13/2014,Standard Class,DB-13555,United States,Rochester Hills,Michigan,48307,Central,OFF-AR-10004648,OfficeSupply,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,0.01,2,0.4,-0.0014
13680,CA-2015-140114,11/27/2014,12/02/2014,Second Class,BV-11245,United States,Dallas,Texas,75217,Central,FUR-FU-10004460,Furni,Furnishings,"Howard Miller 12"" Round Wall Clock",0.01,9,0.6,
13681,US-2017-609963,03/10/2015,03/15/2015,Standard Class,KM-16375,United States,San Francisco,California,94122,West,TEC-PH-10004536,technologies,Phones,Avaya 5420 Digital phone,360.0856,1,0.1,133.5948
13682,US-2014-774710,03/30/2015,03/30/2015,Standard Class,RR-19525,United States,Belleville,New Jersey,7109,East,OFF-BI-10003981,OfficeSupply,Binders,"Avery Durable Plastic 1"" Binders",509.0702,12,0.6,-222.0438
13683,US-2015-561436,04/27/2017,04/27/2017,Same Day,SC-20230,United States,Stockton,California,95207,West,OFF-BI-10003527,OfficeSupply,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,856.9496,8,,
13684,CA-2014-867986,12/31/2014,01/06/2015,Standard Class,MB-18085,United States,Henderson,Kentucky,42420,South,OFF-BI-10004209,OfficeSupply,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",3.401,9,0.7,-0.7022
13685,CA-2014-509012,09/18/2016,09/19/2016,Second Class,SO-20335,United States,Redding,California,96003,West,OFF-AP-10000358,OfficeSupply,Appliances,Fellowes Basic Home/Office Series Surge Protectors,1154.0928,7,0.0,572.62
13686,CA-2017-838575,11/27/2015,12/01/2015,Second Class,FA-14230,United States,Georgetown,Kentucky,40324,South,OFF-AR-10000538,OfficeSupply,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",339.665,8,0.7,23.6469
13687,US-2016-198130,12/02/2014,12/02/2014,Same Day,RW-19540,United States,Elkhart,Indiana,46514,Central,OFF-LA-10000634,OfficeSupply,Labels,Avery 509,1184.5546,10,0.5,-305.3444
13688,US-2014-547974,01/18/2017,01/20/2017,Standard Class,DB-13615,United States,Westminster,California,92683,West,FUR-FU-10001731,Furni,Furnishings,Acrylic Self-Standing Desk Frames,0.01,7,0.2,0.0022
13689,US-2017-675131,02/23/2015,02/26/2015,Same Day,MP-17470,United States,Billings,Montana,59102,West,OFF-PA-10003543,OfficeSupply,Paper,Xerox 1985,168.5129,5,0.6,-70.1046
13690,CA-2016-399795,08/16/2017,08/19/2017,Standard Class,KM-16375,United States,Marlborough,Massachusetts,1752,East,OFF-AR-10000315,OfficeSupply,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",80.1786,13,0.2,14.8005
13691,CA-2014-939136,09/01/2014,09/04/2014,Second Class,TC-20980,United States,Elkhart,Indiana,46514,--,OFF-LA-10004425,OfficeSupply,Labels,Staple-on labels,110.1493,3,0.8,-50.6823
13692,US-2015-159485,05/17/2017,05/19/2017,Standard Class,EL-13735,United States,League City,Texas,77573,Central,OFF-FA-10000254,OfficeSupply,Fasteners,Sterling Rubber Bands by Alliance,379.0365,12,0.7,-185.4405
13693,US-2014-438590,03/11/2014,03/14/2014,Same Day,EB-13870,United States,Baytown,Texas,77520,Central,OFF-PA-10000466,OfficeSupply,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",395.4191,3,0.8,-164.14
13694,US-2015-408742,03/13/2017,03/13/2017,Same Day,MV-17485,United States,Independence,Missouri,64055,Central,OFF-AP-10003217,OfficeSupply,Appliances,Eureka Sanitaire  Commercial Upright,1367.7923,1,0.3,94.7619
13695,US-2015-546896,08/21/2017,08/21/2017,Same Day,JH-15910,United States,Las Vegas,Nevada,89115,,FUR-BO-10002206,Furni,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",83.486,7,,-12.2497
13696,CA-2017-396966,03/18/2015,03/19/2015,Second Class,TB-21280,United States,Detroit,Michigan,48234,Central,OFF-AR-10004010,OfficeSupply,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,393.354,8,0.15,-16.1637
13697,CA-2015-533659,08/09/2015,08/12/2015,First Class,DM-13015,United States,Lehi,Utah,84043,West,OFF-PA-10004327,OfficeSupply,Paper,Xerox 1911,0.01,3,0.3,-0.0008
13698,US-2016-607614,05/06/2014,05/12/2014,Same Day,PW-19240,United States,Richmond,Kentucky,40475,South,OFF-PA-10002262,OfficeSupply,Paper,Xerox 192,631.1189,14,0.5,-241.5699
13699,CA-2017-333004,05/18/2014,05/22/2014,Same Day,CC-12475,United States,Broomfield,Colorado,80020,--,TEC-PH-10004924,technologies,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",0.01,2,0.32,0.0026
13700,CA-2016-185607,06/02/2016,06/08/2016,Second Class,SC-20680,United States,Layton,Utah,84041,West,FUR-TA-10003238,Furni,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",423.6215,9,0.8,-202.433
13701,US-2015-853625,07/07/2014,07/11/2014,First Class,MZ-17515,United States,Margate,Florida,33063,South,OFF-AR-10001725,OfficeSupply,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,474.6096,1,0.4,21.7861
13702,US-2014-164288,01/29/2014,02/02/2014,Same Day,BN-11470,United States,Chula Vista,California,91911,West,FUR-FU-10003553,Furni,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",0.01,6,0.0,0.0044
13703,US-2017-422909,10/15/2016,10/18/2016,Standard Class,LB-16735,United States,Los Angeles,California,90049,West,TEC-AC-10003174,Tech,Accessories,Plantronics S12 Corded Telephone Headset System,814.5549,10,0.8,-624.2247
13704,US-2016-348802,02/04/2015,02/04/2015,Standard Class,GM-14680,United States,Yucaipa,California,92399,West,TEC-PH-10002262,Tech,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,0.01,10,0.8,-0.0051
13705,US-2014-654097,09/03/2016,09/06/2016,First Class,JE-15715,United States,Woonsocket,Rhode Island,2895,East,OFF-PA-10001745,OfficeSupply,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",0.01,4,0.5,0.0018
13706,US-2015-736464,04/14/2016,04/17/2016,Second Class,SV-20815,United States,Skokie,Illinois,60076,Central,OFF-PA-10001033,OfficeSupply,Paper,Xerox 1893,0.01,9,0.15,
13707,US-2016-760443,04/10/2016,04/15/2016,First Class,BE-11410,United States,Monroe,Louisiana,71203,,OFF-BI-10001900,OfficeSupply,Binders,"DXL Angle-View Binders with Locking Rings, Black",318.1385,5,0.6,-28.0092
13708,CA-2017-178992,02/12/2016,02/18/2016,Standard Class,DP-13165,United States,Montebello,California,90640,,OFF-FA-10002983,OfficeSupply,Fasteners,Advantus SlideClip Paper Clips,0.01,11,0.6,-0.0027
13709,US-2016-657903,11/16/2016,11/21/2016,Second Class,DK-13375,United States,Morgan Hill,California,95037,West,OFF-ST-10000142,OfficeSupply,Storage,Deluxe Rollaway Locking File with Drawer,0.01,4,,-0.0027
13710,CA-2015-362014,01/04/2016,01/09/2016,Same Day,SP-20920,United States,Lebanon,Tennessee,37087,South,OFF-PA-10004092,OfficeSupply,Paper,Tops Green Bar Computer Printout Paper,0.01,1,0.15,0.0007
13711,US-2017-286997,05/14/2016,05/20/2016,Second Class,PG-18820,United States,Tyler,Texas,75701,Central,OFF-BI-10001765,OfficeSupply,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,903.057,4,0.15,182.0261
13712,CA-2017-610999,09/14/2015,09/16/2015,Standard Class,HR-14830,United States,Lake Charles,Louisiana,70601,,TEC-AC-10003499,technologies,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,1092.478,4,0.7,-455.5789
13713,CA-2017-100573,02/27/2017,03/04/2017,Second Class,AB-10105,United States,Hagerstown,Maryland,21740,East,OFF-PA-10003039,OfficeSupply,Paper,Xerox 1960,276.2692,1,0.32,
13714,CA-2016-796997,11/29/2015,12/06/2015,Second Class,AJ-10960,United States,Lewiston,Idaho,83501,--,TEC-AC-10002253,technologies,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,0.01,10,0.45,-0.00
13715,CA-2016-309884,08/27/2015,09/01/2015,Second Class,MG-18205,United States,Kenosha,Wisconsin,53142,,TEC-AC-10003116,technologies,Accessories,Memorex Froggy Flash Drive 8 GB,649.641,8,0.1,246.8462
13716,CA-2015-126237,12/26/2015,12/31/2015,Same Day,JM-15655,United States,Marietta,Georgia,30062,South,OFF-BI-10004828,OfficeSupply,Binders,GBC Poly Designer Binding Covers,393.9967,12,0.4,-36.5948
13717,US-2016-801180,11/10/2016,11/12/2016,Same Day,SS-20875,United States,Highland Park,Illinois,60035,Central,OFF-BI-10002557,OfficeSupply,Binders,Presstex Flexible Ring Binders,0.01,2,0.5,-0.0006
13718,US-2015-567613,02/27/2016,03/04/2016,Same Day,PO-19180,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10002734,OfficeSupply,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,716.6845,3,0.0,209.3559
13719,US-2014-146671,04/27/2014,05/04/2014,Standard Class,MY-17380,United States,Decatur,Illinois,62521,--,FUR-FU-10000448,Furni,Furnishings,Tenex Chairmats For Use With Carpeted Floors,43.7125,5,0.5,-12.6277
13720,CA-2017-903503,07/15/2016,07/22/2016,Same Day,NZ-18565,United States,Lodi,California,95240,,TEC-PH-10001448,Tech,Phones,Anker Astro 15000mAh USB Portable Charger,299.4677,5,0.7,
13721,CA-2014-523554,09/15/2016,09/22/2016,Standard Class,GG-14650,United States,Leominster,Massachusetts,1453,East,FUR-CH-10003846,Furni,Chairs,Hon Valutask Swivel Chairs,1395.5215,10,0.8,-40.3659
13722,US-2017-799073,08/08/2017,08/13/2017,Second Class,CL-12565,United States,Hoover,Alabama,35244,,OFF-BI-10004308,OfficeSupply,Binders,Avery Legal 4-Ring Binder,0.01,14,0.3,-0.0049
13723,US-2017-631562,12/29/2017,01/04/2018,Same Day,MO-17950,United States,Los Angeles,California,90036,,OFF-ST-10000025,OfficeSupply,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,0.01,14,0.32,0.0002
13724,CA-2016-758617,04/10/2017,04/11/2017,Second Class,HL-15040,United States,Rockville,Maryland,20852,East,TEC-CO-10001571,Tech,Copiers,Sharp 1540cs Digital Laser Copier,602.7726,7,0.15,79.243
13725,US-2017-993189,07/04/2016,07/04/2016,Same Day,LR-16915,United States,Caldwell,Idaho,83605,West,OFF-LA-10004409,OfficeSupply,Labels,Avery 492,0.01,9,0.1,
13726,US-2016-710727,12/20/2014,12/27/2014,Second Class,LW-16990,United States,Tampa,Florida,33614,South,TEC-PH-10002583,Tech,Phones,iOttie HLCRIO102 Car Mount,0.01,14,0.2,0.0045
13727,CA-2015-533680,06/20/2015,06/27/2015,Standard Class,BS-11590,United States,Grove City,Ohio,43123,East,OFF-ST-10001097,OfficeSupply,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.01,10,0.5,-0.0026
13728,US-2014-944680,11/10/2016,11/12/2016,Second Class,FH-14275,United States,Marlborough,Massachusetts,1752,--,TEC-MA-10004552,technologies,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,788.6253,4,0.45,-5.7444
13729,US-2015-974319,02/11/2017,02/13/2017,Second Class,CM-12160,United States,Sheboygan,Wisconsin,53081,Central,OFF-BI-10004209,OfficeSupply,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.01,1,0.6,-0.002
13730,CA-2014-587854,09/25/2015,09/27/2015,First Class,KN-16705,United States,Burlington,Iowa,52601,Central,OFF-AP-10001391,OfficeSupply,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,0.01,10,0.6,-0.0053
13731,US-2017-215878,08/08/2014,08/09/2014,Standard Class,JG-15310,United States,Highland Park,Illinois,60035,Central,OFF-ST-10002406,OfficeSupply,Storage,Pizazz Global Quick File,0.01,11,0.5,-0.0043
13732,US-2014-294962,11/17/2017,11/18/2017,First Class,JC-15340,United States,Farmington,New Mexico,87401,West,OFF-PA-10000357,OfficeSupply,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",225.7342,10,,
13733,US-2014-199113,06/09/2014,06/12/2014,Second Class,RB-19705,United States,Longmont,Colorado,80501,West,OFF-ST-10003327,OfficeSupply,Storage,Akro-Mils 12-Gallon Tote,0.01,2,0.0,0.0026
13734,US-2017-730833,11/24/2014,11/30/2014,First Class,RL-19615,United States,Burbank,California,91505,West,TEC-PH-10000127,technologies,Phones,iOttie XL Car Mount,0.0,6,0.1,0.0
13735,CA-2017-390207,05/24/2014,05/30/2014,Second Class,JK-15730,United States,Whittier,California,90604,West,OFF-AR-10003190,OfficeSupply,Art,Newell 32,0.01,12,0.2,0.0025
13736,CA-2014-157252,02/07/2014,02/12/2014,Same Day,DL-12865,United States,Fremont,Nebraska,68025,Central,OFF-BI-10004584,OfficeSupply,Binders,GBC ProClick 150 Presentation Binding System,0.01,5,0.4,0.0
13737,US-2017-500790,12/17/2015,12/18/2015,Second Class,DV-13465,United States,Rochester,New York,14609,East,OFF-ST-10003716,OfficeSupply,Storage,Tennsco Double-Tier Lockers,0.01,5,0.32,0.004
13738,CA-2015-263266,02/03/2015,02/03/2015,Second Class,MB-17305,United States,Jamestown,New York,14701,East,OFF-BI-10001765,OfficeSupply,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,458.3733,2,0.4,-88.0548
13739,CA-2016-161595,06/14/2017,06/16/2017,Second Class,BE-11455,United States,Lake Forest,California,92630,,OFF-FA-10003021,OfficeSupply,Fasteners,Staples,0.01,12,0.5,-0.0012
13740,US-2014-457817,04/25/2014,04/28/2014,First Class,SA-20830,United States,Chesapeake,Virginia,23320,South,OFF-AP-10000804,OfficeSupply,Appliances,Hoover Portapower Portable Vacuum,507.1262,7,0.4,19.5721
13741,CA-2017-522896,05/24/2017,05/30/2017,First Class,KH-16690,United States,Pico Rivera,California,90660,West,OFF-ST-10003572,OfficeSupply,Storage,Portfile Personal File Boxes,745.1651,9,0.4,16.5262
13742,CA-2017-977679,05/14/2015,05/16/2015,Standard Class,RD-19480,United States,Rockford,Illinois,61107,Central,OFF-ST-10001418,OfficeSupply,Storage,Carina Media Storage Towers in Natural & Black,0.01,10,0.3,0.0012
13743,US-2015-221347,06/14/2014,06/17/2014,Second Class,AR-10825,United States,Bullhead City,Arizona,86442,West,OFF-BI-10001031,OfficeSupply,Binders,Pressboard Data Binders by Wilson Jones,365.9733,4,0.2,-1.8016
13744,CA-2016-530618,07/13/2015,07/17/2015,First Class,SC-20020,United States,Danville,California,94526,West,OFF-AR-10003696,OfficeSupply,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,338.3164,10,0.32,
13745,CA-2016-846357,02/28/2016,02/28/2016,Same Day,GA-14725,United States,Harrisonburg,Virginia,22801,South,FUR-FU-10002963,Furni,Furnishings,"Master Caster Door Stop, Gray",30.536,1,0.15,1.0231
13746,US-2017-794510,12/22/2017,12/28/2017,Standard Class,BD-11560,United States,Quincy,Massachusetts,2169,,TEC-PH-10001530,technologies,Phones,Cisco Unified IP Phone 7945G VoIP phone,733.3349,1,0.15,268.4613
13747,US-2014-302982,07/24/2015,07/27/2015,Same Day,NC-18625,United States,Kenner,Louisiana,70065,South,FUR-CH-10002774,Furni,Chairs,"Global Deluxe Stacking Chair, Gray",57.1095,9,0.5,-11.5734
13748,US-2015-164897,11/15/2017,11/16/2017,Second Class,VG-21805,United States,Florence,Alabama,35630,South,TEC-PH-10002200,technologies,Phones,Samsung Galaxy Note 2,304.1372,14,0.15,84.4762
13749,US-2015-160589,07/09/2015,07/11/2015,Standard Class,BE-11410,United States,Superior,Wisconsin,54880,Central,OFF-ST-10000136,OfficeSupply,Storage,Letter Size File,1043.9616,7,0.3,246.0503
13750,CA-2014-255183,02/24/2015,03/01/2015,Standard Class,DK-12985,United States,Palm Coast,Florida,32137,South,FUR-FU-10002918,Furni,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,220.9151,8,0.7,-90.0583
13751,US-2017-867373,11/03/2016,11/06/2016,Standard Class,JE-16165,United States,Bristol,Tennessee,37620,--,OFF-AR-10001955,OfficeSupply,Art,Newell 319,1460.5136,2,0.0,141.2604
13752,CA-2016-730400,02/15/2015,02/22/2015,Standard Class,TS-21610,United States,Twin Falls,Idaho,83301,West,FUR-FU-10004018,Furni,Furnishings,Tensor Computer Mounted Lamp,0.01,3,0.6,-0.0045
13753,CA-2016-441180,09/17/2014,09/19/2014,First Class,ND-18460,United States,Rochester,Minnesota,55901,Central,TEC-PH-10002538,technologies,Phones,Grandstream GXP1160 VoIP phone,0.01,13,,-0.0015
13754,CA-2016-833356,03/06/2016,03/12/2016,Standard Class,PA-19060,United States,Mobile,Alabama,36608,South,OFF-ST-10000760,OfficeSupply,Storage,Eldon Fold 'N Roll Cart System,283.7147,14,0.1,47.0371
13755,CA-2016-275934,08/27/2014,08/30/2014,Second Class,JP-15520,United States,Waynesboro,Virginia,22980,,OFF-AP-10002287,OfficeSupply,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",0.01,9,0.3,-0.0
13756,US-2016-890904,07/29/2016,07/29/2016,Standard Class,CA-12775,United States,Montgomery,Alabama,36116,South,OFF-BI-10001628,OfficeSupply,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",610.6921,2,,-170.5915
13757,CA-2014-567294,12/24/2016,12/26/2016,Same Day,BD-11320,United States,Eau Claire,Wisconsin,54703,Central,TEC-PH-10002834,Tech,Phones,Google Nexus 5,239.374,14,0.2,50.8244
13758,CA-2017-255803,10/16/2015,10/23/2015,Same Day,AA-10480,United States,Pine Bluff,Arkansas,71603,South,TEC-PH-10001433,Tech,Phones,Cisco Small Business SPA 502G VoIP phone,1296.2024,1,0.0,691.7927
13759,US-2017-602452,11/22/2016,11/24/2016,Same Day,LC-16960,United States,Salem,Oregon,97301,West,FUR-FU-10003981,Furni,Furnishings,Eldon Wave Desk Accessories,735.3669,1,0.2,42.8286
13760,CA-2015-448533,10/27/2014,11/02/2014,Same Day,RB-19795,United States,Leominster,Massachusetts,1453,East,OFF-BI-10002982,OfficeSupply,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,185.9843,11,0.5,16.0956
13761,CA-2016-222848,04/24/2015,05/01/2015,First Class,GH-14410,United States,Bayonne,New Jersey,7002,East,OFF-PA-10002160,OfficeSupply,Paper,Xerox 1978,650.2264,3,0.4,-276.0297
13762,CA-2015-996562,02/10/2016,02/17/2016,Second Class,TC-21475,United States,Cuyahoga Falls,Ohio,44221,East,OFF-AP-10002867,OfficeSupply,Appliances,Fellowes Command Center 5-outlet power strip,76.4675,14,0.45,6.8944
13763,US-2017-829242,07/19/2016,07/22/2016,Standard Class,BF-11170,United States,North Charleston,South Carolina,29406,South,OFF-ST-10002743,OfficeSupply,Storage,SAFCO Boltless Steel Shelving,0.01,12,0.5,-0.004
13764,US-2017-632993,05/28/2014,06/01/2014,First Class,Dp-13240,United States,Independence,Missouri,64055,,TEC-PH-10001700,Tech,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,306.4942,4,0.4,-195.2691
13765,CA-2017-229593,04/24/2015,04/29/2015,Standard Class,SP-20545,United States,Bristol,Connecticut,6010,East,OFF-FA-10000134,OfficeSupply,Fasteners,"Advantus Push Pins, Aluminum Head",587.0923,1,0.8,-208.053
13766,US-2017-889872,06/20/2014,06/20/2014,First Class,EJ-13720,United States,Boca Raton,Florida,33433,South,OFF-PA-10004947,OfficeSupply,Paper,Easy-staple paper,0.01,2,0.4,
13767,US-2014-827594,11/28/2015,12/02/2015,Standard Class,JE-15475,United States,Warwick,Rhode Island,2886,East,OFF-AR-10003727,OfficeSupply,Art,Berol Giant Pencil Sharpener,551.8161,8,0.45,-57.2379
13768,CA-2016-391916,03/01/2016,03/06/2016,Second Class,JP-15460,United States,Wheeling,West Virginia,26003,East,OFF-BI-10001249,OfficeSupply,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,0.01,11,0.15,-0.0011
13769,US-2016-963605,08/30/2017,08/31/2017,Standard Class,RF-19735,United States,Denver,Colorado,80219,West,OFF-AP-10000692,OfficeSupply,Appliances,Fellowes Mighty 8 Compact Surge Protector,455.7239,14,0.3,-32.1296
13770,CA-2016-900649,06/26/2014,06/30/2014,Same Day,ZD-21925,United States,Camarillo,California,93010,West,FUR-CH-10003981,Furni,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,0.01,6,0.6,-0.0065
13771,CA-2017-804766,12/25/2015,12/26/2015,First Class,HK-14890,United States,Allentown,Pennsylvania,18103,East,TEC-PH-10001552,Tech,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,0.01,3,0.7,-0.0017
13772,US-2014-364682,05/30/2016,06/06/2016,Second Class,PJ-18835,United States,Arlington,Texas,76017,Central,TEC-MA-10002412,Tech,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,201.3537,8,0.5,-69.0963
13773,CA-2014-512661,04/22/2016,04/23/2016,Second Class,PT-19090,United States,Vancouver,Washington,98661,--,OFF-PA-10002246,OfficeSupply,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",619.5311,13,0.32,195.4684
13774,US-2014-935514,02/11/2016,02/13/2016,Second Class,AA-10375,United States,Scottsdale,Arizona,85254,West,OFF-BI-10001525,OfficeSupply,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",112.7187,11,0.5,1.7046
13775,US-2014-290764,11/12/2014,11/18/2014,Second Class,CA-11965,United States,Aurora,Illinois,60505,Central,OFF-BI-10000545,OfficeSupply,Binders,GBC Ibimaster 500 Manual ProClick Binding System,0.01,6,,0.0035
13776,US-2016-612566,02/18/2016,02/19/2016,Standard Class,PB-19105,United States,Deltona,Florida,32725,South,OFF-AR-10004165,OfficeSupply,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",1207.7336,7,0.7,-214.2706
13777,CA-2014-385849,03/29/2017,04/04/2017,Same Day,XP-21865,United States,Longview,Washington,98632,West,TEC-MA-10003173,technologies,Machines,Hewlett-Packard 300S Scientific Calculator,628.4415,4,,177.4312
